CH,A1,sigma1,p,p_err,Qavg,Qavg_err,Qpeak,Qpeak_err,Qap,Qap_err
T0,125.60814536603417,11.26557972317042,0.323785875758366,0.004856789206423574,773.8039031165276,0.912967741106668,750.0236194824773,1.8911284588227586,0.03170604633819263,0.002872077009898933
T1,114.46738653107327,10.578269931105737,0.2948213390206544,0.008746660539680566,763.9489160432735,1.7585807269616383,740.7779466326004,1.4880611685059768,0.03127923761230034,0.0031507612796803594
T2,100.93528594728556,10.590580736331058,0.31162452672382174,0.008132747047205116,733.8563805451005,0.9937577333999641,712.3408929282122,1.0948258036112977,0.0302039203848663,0.002110267032190414
T3,126.9340963254655,9.711563337272045,0.3220148643788142,0.01191493528600239,753.974485378707,0.9005688072122471,731.3697983616353,1.170433719921361,0.030907329052565657,0.002058647129645201
B0,112.1424546846419,12.2288611983501,0.3160691056034523,0.008138775897556447,782.4867064731026,1.9271040282004566,750.3417668729353,1.364505902996971,0.04284039756194291,0.0031925814076348004
B1,100.71843129696659,8.110469997227455,0.26838075373594145,0.003046303396935627,760.5264996169008,1.133595654569324,731.0527062019671,1.1715307230683905,0.040316919922311234,0.0022767971924578996
B2,108.1340077752489,11.099790469224853,0.3059966535612915,0.03679138683345223,765.3605337115109,6.165519816563606,733.9340849704324,5.559136810045349,0.04281917052856943,0.011530887280265332
B3,88.01367760722437,9.121220483073257,0.27798280840933304,0.0051516012857570695,679.1778719109532,1.6333305518949268,658.3724472213336,0.8328024076367572,0.03160129919991195,0.002803118708948872
