CH,A1,sigma1,p,p_err,Qavg,Qavg_err,Qpeak,Qpeak_err,Qap,Qap_err
T0,85.76545081452386,8.95653038144987,0.2016098749820722,0.004064584362467825,557.3640083293725,1.1579365362134002,546.9748343070253,0.8768804293604584,0.0189938793719997,0.0026739957192336915
T1,79.47251236196199,8.939711362151101,0.19319873353847708,0.004727620959825427,547.8268125905025,0.6502230749370587,537.8731812995006,0.9470868342307884,0.01850553557430379,0.0021627788722158167
T2,74.41202628703152,9.250724717938873,0.19106669178905689,0.002747568193899745,537.8648731842927,0.4418792503957304,528.472561921159,1.0154298151914887,0.017772561793917507,0.002126846568402718
T3,92.17871831247545,8.360382002493994,0.20650236488469803,0.0029285841756758664,555.3413064709895,0.80471758257368,546.0205550316579,0.9599116683052012,0.017070330692571023,0.00231712635465376
B0,76.46954684323455,9.445303996562037,0.1806369376824281,0.008424089317452824,559.1596689396397,1.3525194568334373,547.7674223650207,0.4123003622879915,0.02079759786632107,0.0025859338541397306
B1,69.57516007729629,7.70592542699146,0.1417099169112077,0.01393937037343258,543.133132765292,0.8901305929306235,533.0929758062372,0.4120230144129388,0.01883378212566078,0.0018461122746274605
B2,76.49500998836758,11.845942630338792,0.15578358916216303,0.035729437067378036,544.5368740678973,8.872643822488946,531.7538009490826,2.4881454727998995,0.02403945791454487,0.017360000179267723
B3,60.7683158211894,7.548875667381338,0.17456748112578874,0.0040026823576067875,475.4557087965692,0.47012308332694697,467.6602516402566,0.6806548768734724,0.016669060774292976,0.0017888814787371538
