CH,A1min,A1max,p,p_err,Qavg,Qavg_err,Qpeak,Qpeak_err,Qap,Qap_err
T0,56.400000000000006,169.73333333333335,0.23727562092575494,0.0036688070730795832,667.3372641293402,1.1848157936759196,649.3273669186423,1.328681534137553,0.02115510352259911,0.002123617548440218
T1,56.400000000000006,169.73333333333335,0.2467117048712485,0.002527421689867978,657.1973299929292,1.1184655514724968,640.2779572204392,0.9120805699716447,0.019905675850166428,0.0017160008847500086
T2,49.599999999999994,150.46666666666667,0.23220481541820662,0.0040963654492153145,648.4684933417421,0.7275760469163911,631.0615508691185,0.7627265040225337,0.02117854683170925,0.0013011313833628986
T3,46.19999999999999,141.4,0.22592533259643838,0.003836635405905171,642.8866186270524,1.367847916105878,627.6090137078118,1.186760009287608,0.018842952679595997,0.0022570382960109604
B0,46.19999999999999,151.6,0.22083770493959862,0.005518555785770624,668.0643468206562,2.3256529022339247,648.6535601677172,1.5528386935798884,0.023316226112319923,0.0033903722330298758
B1,40.53333333333333,126.66666666666666,0.21358950079013078,0.003233463106425169,596.2178524526205,1.1464266219595691,581.1212088396392,0.9285262199531578,0.02042974659930936,0.002017149983139567
B2,46.19999999999999,141.4,0.21182657009550943,0.004533405288404018,645.9706060155949,0.6751470075027661,629.1826913074186,0.8454040261356257,0.021030121297507663,0.0013774965429436223
B3,36.0,139.13333333333333,0.20148224850315255,0.009193609387369578,650.5426435104589,2.4399833209722455,632.1546483716199,1.2233033626952918,0.023227133693666944,0.003468153827257139
