1.92072070397512 0.3855
1.92248062015504 0.3781
1.92546583850932 0.3656
1.92846034214619 0.353
1.93146417445483 0.3405
1.93447737909516 0.3579
1.9375 0.3853
1.94053208137715 0.4127
1.9435736677116 0.44
1.94662480376766 0.4674
1.9496855345912 0.476
1.95275590551181 0.4635
1.95583596214511 0.4509
1.95892575039494 0.4384
1.9620253164557 0.4401
1.96513470681458 0.4501
1.96825396825397 0.4601
1.97138314785374 0.4702
1.97452229299363 0.4802
1.97767145135566 0.4736
1.98083067092652 0.4636
1.984 0.4535
1.98717948717949 0.4435
1.99036918138042 0.4337
1.9935691318328 0.4337
1.99677938808374 0.4337
2 0.4337
2.0032310177706 0.4337
2.00647249190939 0.4337
2.0097244732577 0.4337
2.01298701298701 0.4337
2.01626016260163 0.4337
2.01954397394137 0.4424
2.02283849918434 0.4647
2.02614379084967 0.487
2.02945990180033 0.5093
2.0327868852459 0.5312
2.03612479474548 0.548
2.03947368421053 0.5647
2.04283360790774 0.5814
2.04620462046205 0.5982
2.0495867768595 0.6149
2.05298013245033 0.6316
2.05638474295191 0.6483
2.05980066445183 0.6651
2.06322795341098 0.6832
2.06666666666667 0.7033
2.07011686143573 0.7233
2.07357859531773 0.7434
2.07705192629816 0.7635
2.08053691275168 0.7836
2.08403361344538 0.8036
2.08754208754209 0.8237
2.09106239460371 0.8438
2.09459459459459 0.8638
2.09813874788494 0.9085
2.10169491525424 0.9587
2.10526315789474 1.0088
2.10884353741497 1.059
2.11243611584327 1.1439
2.1160409556314 1.2298
2.11965811965812 1.3157
2.12328767123288 1.3875
2.12692967409949 1.4501
2.13058419243986 1.5128
2.1342512908778 1.5754
2.13793103448276 1.5989
2.14162348877375 1.61
2.14532871972318 1.6212
2.14904679376083 1.6323
2.15277777777778 1.6322
2.15652173913043 1.6179
2.1602787456446 1.6035
2.16404886561955 1.5892
2.16783216783217 1.5748
2.17162872154116 1.5605
2.17543859649123 1.5461
2.1792618629174 1.5318
2.1830985915493 1.5174
2.18694885361552 1.5031
2.19081272084806 1.4757
2.19469026548673 1.4254
2.19858156028369 1.3752
2.20248667850799 1.3249
2.20640569395018 1.2835
2.21033868092692 1.25
2.21428571428571 1.2165
2.21824686940966 1.183
2.22222222222222 1.1481
2.2262118491921 1.1079
2.23021582733813 1.0677
2.23423423423423 1.0275
2.23826714801444 0.9873
2.24231464737794 0.9586
2.2463768115942 0.9461
2.25045372050817 0.9335
2.25454545454545 0.921
2.25865209471767 0.935
2.26277372262774 0.9684
2.26691042047532 1.0019
2.27106227106227 1.0353
2.27522935779817 1.0602
2.27941176470588 1.0602
2.28360957642726 1.0602
2.28782287822878 1.0602
2.29205175600739 1.0602
2.2962962962963 1.0837
2.30055658627087 1.1088
2.30483271375465 1.1339
2.30912476722533 1.1576
2.3134328358209 1.1676
2.31775700934579 1.1776
2.32209737827715 1.1877
2.32645403377111 1.1977
2.33082706766917 1.2178
2.33521657250471 1.2624
2.33962264150943 1.3069
2.34404536862004 1.3515
2.34848484848485 1.3961
2.35294117647059 1.446
2.3574144486692 1.4962
2.36190476190476 1.5463
2.36641221374046 1.5958
2.37093690248566 1.6404
2.37547892720307 1.6849
2.38003838771593 1.7295
2.38461538461538 1.7741
2.38921001926782 1.8364
2.39382239382239 1.9032
2.39845261121857 1.9701
2.4031007751938 2.0102
2.40776699029126 2.0478
2.4124513618677 2.0855
2.41715399610136 2.1274
2.421875 2.2276
2.426614481409 2.3277
2.43137254901961 2.4233
2.43614931237721 2.4985
2.44094488188976 2.5737
2.44575936883629 2.6488
